label,signature,size,depth,lugs,staveOption,hoopType,hardwareColor,scorchDepth,movement,spread,firstHit,firstHitScore,underTheHands,underTheHandsScore,fromTheBench,fromTheBenchScore,digest,attack,brightness,projection,sustain,warmth,sensitivity,control,attackDelta,brightnessDelta,projectionDelta,sustainDelta,warmthDelta,sensitivityDelta,controlDelta,playingSituation,feelReadText,highlightedCharacteristics
14x6.0 • 10 lugs • 20 - 12mm • Die-Cast • Brass/Gold • Blackened,14|6.0|10|20 - 12mm|Die-Cast|Brass/Gold|Blackened,14,6.0,10,20 - 12mm,Die-Cast,Brass/Gold,Blackened,6.35,2.53,Focused throw with clean shape,3.548,Grounded body with directed carry,0.9145,Shorter note with firm response,5.203,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,6.26,5.24,5.92,3.9,4.69,3.91,6.43,1.26,0.24,0.92,-1.1,-0.31,-1.09,1.43,"A beefy, high-projection Heritage read with a pronounced crack, firmer die-cast focus, and a drier TorchTuned shell response from the Blackened finish.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; the 10-lug 12mm shell adds beef and crack while Die-Cast hoops push projection."
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Light Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Light Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Chrome,Light Torch,2.7,1.38,"Warm, deep settled center",1.1934,"Expressive, blooming response",1.838,"Dark, complex Heritage bloom",2.2595,simple:warm-deep-settled-center > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.46,4.91,4.93,5.81,5.32,5.3,4.43,-0.54,-0.09,-0.07,0.81,0.32,0.3,-0.57,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.","Noticeably shifted away from the benchmark Heritage center; a longer, broader note bloom; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the thin re-ring shell adds darker complex overtones and longer sustain; Triple Flange hoops preserve more of the line’s native openness."
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Medium Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Medium Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Chrome,Medium Torch,2.09,0.91,"Warm, deep settled center",1.1154,Rounded body with a clear start,1.718,"Dark, complex Heritage bloom",1.8915,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.64,4.73,4.82,5.55,5.4,5.06,4.73,-0.36,-0.27,-0.18,0.55,0.4,0.06,-0.27,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Blackened,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Blackened,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Chrome,Blackened,1.9,0.93,"Warm, deep settled center",0.8854,Rounded body with a clear start,1.276,"Dark, complex Heritage bloom",1.673,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.82,4.55,4.71,5.29,5.48,4.82,5.03,-0.18,-0.45,-0.29,0.29,0.48,-0.18,0.03,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Triple Flange hoops preserve more of the line’s native openness.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Light Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Light Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Light Torch,2.7,1.38,"Warm, deep settled center",1.1934,"Expressive, blooming response",1.838,"Dark, complex Heritage bloom",2.2595,simple:warm-deep-settled-center > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.46,4.91,4.93,5.81,5.32,5.3,4.43,-0.54,-0.09,-0.07,0.81,0.32,0.3,-0.57,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.","Noticeably shifted away from the benchmark Heritage center; a longer, broader note bloom; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the thin re-ring shell adds darker complex overtones and longer sustain; Triple Flange hoops preserve more of the line’s native openness."
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Medium Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Medium Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Medium Torch,2.09,0.91,"Warm, deep settled center",1.1154,Rounded body with a clear start,1.718,"Dark, complex Heritage bloom",1.8915,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.64,4.73,4.82,5.55,5.4,5.06,4.73,-0.36,-0.27,-0.18,0.55,0.4,0.06,-0.27,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Blackened,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Blackened,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Blackened,1.9,0.93,"Warm, deep settled center",0.8854,Rounded body with a clear start,1.276,"Dark, complex Heritage bloom",1.673,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.82,4.55,4.71,5.29,5.48,4.82,5.03,-0.18,-0.45,-0.29,0.29,0.48,-0.18,0.03,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Triple Flange hoops preserve more of the line’s native openness.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Brass/Gold • Light Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Brass/Gold|Light Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Brass/Gold,Light Torch,2.7,1.38,"Warm, deep settled center",1.1934,"Expressive, blooming response",1.838,"Dark, complex Heritage bloom",2.2595,simple:warm-deep-settled-center > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.46,4.91,4.93,5.81,5.32,5.3,4.43,-0.54,-0.09,-0.07,0.81,0.32,0.3,-0.57,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.","Noticeably shifted away from the benchmark Heritage center; a longer, broader note bloom; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the thin re-ring shell adds darker complex overtones and longer sustain; Triple Flange hoops preserve more of the line’s native openness."
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Brass/Gold • Medium Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Brass/Gold|Medium Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Brass/Gold,Medium Torch,2.09,0.91,"Warm, deep settled center",1.1154,Rounded body with a clear start,1.718,"Dark, complex Heritage bloom",1.8915,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.64,4.73,4.82,5.55,5.4,5.06,4.73,-0.36,-0.27,-0.18,0.55,0.4,0.06,-0.27,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Brass/Gold • Blackened,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Brass/Gold|Blackened,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Brass/Gold,Blackened,1.9,0.93,"Warm, deep settled center",0.8854,Rounded body with a clear start,1.276,"Dark, complex Heritage bloom",1.673,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.82,4.55,4.71,5.29,5.48,4.82,5.03,-0.18,-0.45,-0.29,0.29,0.48,-0.18,0.03,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Triple Flange hoops preserve more of the line’s native openness.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Chrome • Light Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Chrome|Light Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Chrome,Light Torch,1.31,0.73,Focused throw with clean shape,1.2924,Rounded body with a clear start,0.9116,Balanced Heritage center,1.5955,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:balanced-heritage-center,4.78,5.15,5.13,5.51,5.11,5.05,4.86,-0.22,0.15,0.13,0.51,0.11,0.05,-0.14,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; the thin re-ring shell adds darker complex overtones and longer sustain; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Chrome • Medium Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Chrome|Medium Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Chrome,Medium Torch,0.88,0.44,Focused throw with clean shape,1.1924,Grounded body with directed carry,0.95,Balanced Heritage center,2.9065,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:balanced-heritage-center,4.96,4.97,5.02,5.25,5.19,4.81,5.16,-0.04,-0.03,0.02,0.25,0.19,-0.19,0.16,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Chrome • Blackened,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Chrome|Blackened,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Chrome,Blackened,1.61,0.89,Focused throw with clean shape,1.394,Grounded body with directed carry,1.364,"Dark, contained shell shape",2.3015,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.14,4.79,4.91,4.99,5.27,4.57,5.46,0.14,-0.21,-0.09,-0.01,0.27,-0.43,0.46,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Black Nickel • Light Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Black Nickel|Light Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Black Nickel,Light Torch,1.31,0.73,Focused throw with clean shape,1.2924,Rounded body with a clear start,0.9116,Balanced Heritage center,1.5955,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:balanced-heritage-center,4.78,5.15,5.13,5.51,5.11,5.05,4.86,-0.22,0.15,0.13,0.51,0.11,0.05,-0.14,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; the thin re-ring shell adds darker complex overtones and longer sustain; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Black Nickel • Medium Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Black Nickel|Medium Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Black Nickel,Medium Torch,0.88,0.44,Focused throw with clean shape,1.1924,Grounded body with directed carry,0.95,Balanced Heritage center,2.9065,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:balanced-heritage-center,4.96,4.97,5.02,5.25,5.19,4.81,5.16,-0.04,-0.03,0.02,0.25,0.19,-0.19,0.16,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Black Nickel • Blackened,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Black Nickel|Blackened,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Black Nickel,Blackened,1.61,0.89,Focused throw with clean shape,1.394,Grounded body with directed carry,1.364,"Dark, contained shell shape",2.3015,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.14,4.79,4.91,4.99,5.27,4.57,5.46,0.14,-0.21,-0.09,-0.01,0.27,-0.43,0.46,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Brass/Gold • Light Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Brass/Gold|Light Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Brass/Gold,Light Torch,1.31,0.73,Focused throw with clean shape,1.2924,Rounded body with a clear start,0.9116,Balanced Heritage center,1.5955,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:balanced-heritage-center,4.78,5.15,5.13,5.51,5.11,5.05,4.86,-0.22,0.15,0.13,0.51,0.11,0.05,-0.14,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; the thin re-ring shell adds darker complex overtones and longer sustain; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Brass/Gold • Medium Torch,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Brass/Gold|Medium Torch,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Brass/Gold,Medium Torch,0.88,0.44,Focused throw with clean shape,1.1924,Grounded body with directed carry,0.95,Balanced Heritage center,2.9065,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:balanced-heritage-center,4.96,4.97,5.02,5.25,5.19,4.81,5.16,-0.04,-0.03,0.02,0.25,0.19,-0.19,0.16,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x6.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Brass/Gold • Blackened,14|6.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Brass/Gold|Blackened,14,6.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Brass/Gold,Blackened,1.61,0.89,Focused throw with clean shape,1.394,Grounded body with directed carry,1.364,"Dark, contained shell shape",2.3015,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.14,4.79,4.91,4.99,5.27,4.57,5.46,0.14,-0.21,-0.09,-0.01,0.27,-0.43,0.46,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Chrome • Light Torch,14|6.5|8|16 - 10mm|Triple Flange|Chrome|Light Torch,14,6.5,8,16 - 10mm,Triple Flange,Chrome,Light Torch,2.32,1.14,"Warm, deep settled center",1.1644,Rounded body with a clear start,2.313,"Dark, complex Heritage bloom",1.6385,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.56,4.95,5.22,5.7,5.39,5.17,4.65,-0.44,-0.05,0.22,0.7,0.39,0.17,-0.35,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.","Noticeably shifted away from the benchmark Heritage center; a longer, broader note bloom; the lighter TorchTune finish preserves more touch response and a freer shell reaction; Triple Flange hoops preserve more of the line’s native openness."
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Chrome • Medium Torch,14|6.5|8|16 - 10mm|Triple Flange|Chrome|Medium Torch,14,6.5,8,16 - 10mm,Triple Flange,Chrome,Medium Torch,1.63,0.73,"Warm, deep settled center",1.0864,Rounded body with a clear start,2.213,"Dark, complex Heritage bloom",1.2705,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.74,4.77,5.11,5.44,5.47,4.93,4.95,-0.26,-0.23,0.11,0.44,0.47,-0.07,-0.05,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Chrome • Blackened,14|6.5|8|16 - 10mm|Triple Flange|Chrome|Blackened,14,6.5,8,16 - 10mm,Triple Flange,Chrome,Blackened,1.78,0.96,"Warm, deep settled center",0.8564,Rounded body with a clear start,1.771,"Dark, contained shell shape",1.6395,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-contained-shell-shape,4.92,4.59,5,5.18,5.55,4.69,5.25,-0.08,-0.41,0,0.18,0.55,-0.31,0.25,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Blackened finish adds a more contained center and slightly firmer shell behavior; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Black Nickel • Light Torch,14|6.5|8|16 - 10mm|Triple Flange|Black Nickel|Light Torch,14,6.5,8,16 - 10mm,Triple Flange,Black Nickel,Light Torch,2.32,1.14,"Warm, deep settled center",1.1644,Rounded body with a clear start,2.313,"Dark, complex Heritage bloom",1.6385,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.56,4.95,5.22,5.7,5.39,5.17,4.65,-0.44,-0.05,0.22,0.7,0.39,0.17,-0.35,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.","Noticeably shifted away from the benchmark Heritage center; a longer, broader note bloom; the lighter TorchTune finish preserves more touch response and a freer shell reaction; Triple Flange hoops preserve more of the line’s native openness."
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Black Nickel • Medium Torch,14|6.5|8|16 - 10mm|Triple Flange|Black Nickel|Medium Torch,14,6.5,8,16 - 10mm,Triple Flange,Black Nickel,Medium Torch,1.63,0.73,"Warm, deep settled center",1.0864,Rounded body with a clear start,2.213,"Dark, complex Heritage bloom",1.2705,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.74,4.77,5.11,5.44,5.47,4.93,4.95,-0.26,-0.23,0.11,0.44,0.47,-0.07,-0.05,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Black Nickel • Blackened,14|6.5|8|16 - 10mm|Triple Flange|Black Nickel|Blackened,14,6.5,8,16 - 10mm,Triple Flange,Black Nickel,Blackened,1.78,0.96,"Warm, deep settled center",0.8564,Rounded body with a clear start,1.771,"Dark, contained shell shape",1.6395,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-contained-shell-shape,4.92,4.59,5,5.18,5.55,4.69,5.25,-0.08,-0.41,0,0.18,0.55,-0.31,0.25,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Blackened finish adds a more contained center and slightly firmer shell behavior; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Brass/Gold • Light Torch,14|6.5|8|16 - 10mm|Triple Flange|Brass/Gold|Light Torch,14,6.5,8,16 - 10mm,Triple Flange,Brass/Gold,Light Torch,2.32,1.14,"Warm, deep settled center",1.1644,Rounded body with a clear start,2.313,"Dark, complex Heritage bloom",1.6385,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.56,4.95,5.22,5.7,5.39,5.17,4.65,-0.44,-0.05,0.22,0.7,0.39,0.17,-0.35,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.","Noticeably shifted away from the benchmark Heritage center; a longer, broader note bloom; the lighter TorchTune finish preserves more touch response and a freer shell reaction; Triple Flange hoops preserve more of the line’s native openness."
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Brass/Gold • Medium Torch,14|6.5|8|16 - 10mm|Triple Flange|Brass/Gold|Medium Torch,14,6.5,8,16 - 10mm,Triple Flange,Brass/Gold,Medium Torch,1.63,0.73,"Warm, deep settled center",1.0864,Rounded body with a clear start,2.213,"Dark, complex Heritage bloom",1.2705,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-complex-heritage-bloom,4.74,4.77,5.11,5.44,5.47,4.93,4.95,-0.26,-0.23,0.11,0.44,0.47,-0.07,-0.05,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 8 lugs • 16 - 10mm • Triple Flange • Brass/Gold • Blackened,14|6.5|8|16 - 10mm|Triple Flange|Brass/Gold|Blackened,14,6.5,8,16 - 10mm,Triple Flange,Brass/Gold,Blackened,1.78,0.96,"Warm, deep settled center",0.8564,Rounded body with a clear start,1.771,"Dark, contained shell shape",1.6395,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:dark-contained-shell-shape,4.92,4.59,5,5.18,5.55,4.69,5.25,-0.08,-0.41,0,0.18,0.55,-0.31,0.25,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Blackened finish adds a more contained center and slightly firmer shell behavior; Triple Flange hoops preserve more of the line’s native openness.
