company,line,model,size,family,construction,material1,material2,thickness,bearingEdge,hoop,lugs,confidence,missing,id
Slingerland,Vintage Wood / Artist / Student,Modern Jazz Outfit Snare,14x5.5,wood,Ply,Mahogany,Poplar,MISSING,Rounded vintage edge,Stick Saver / era-specific hoops,8,medium,shellThickness,slingerland_vintage-wood-artist-student_modern-jazz-outfit-snare_14x5-5_ply_mahogany_poplar_mahogany_rounded-vintage-edg_3f4f440f
Slingerland,Vintage Wood / Artist / Student,Shelly Manne Model,14x5.5,wood,Ply,Mahogany,Poplar,MISSING,Rounded vintage edge,Stick Saver / era-specific hoops,8,medium,shellThickness,slingerland_vintage-wood-artist-student_shelly-manne-model_14x5-5_ply_mahogany_poplar_mahogany_rounded-vintage-edge_pear_d94685eb
Slingerland,Vintage Wood / Artist / Student,Stage Band Snare,14x5.5,wood,Ply,Mahogany,Poplar,MISSING,Rounded vintage edge,Stick Saver / era-specific hoops,8,medium,shellThickness,slingerland_vintage-wood-artist-student_stage-band-snare_14x5-5_ply_mahogany_poplar_mahogany_rounded-vintage-edge_pearl-_542b9d04
SONOR,Artist Signature,Benny Greb Signature Brass 13x5.75,13x5.75,metal,Metal,Brass,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_benny-greb-signature-brass-13x5-75_13x5-75_metal_brass_2-3mm-triple-flanged-hoops_a540bf3a
SONOR,Artist Signature,Danny Carey Signature Bronze 14x8,14x8,metal,Metal,Bronze,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_danny-carey-signature-bronze-14x8_14x8_metal_bronze_die-cast-hoops_0c8eaf0a
SONOR,Artist Signature,Horst Link Signature Ferromanganese 14x6.5,14x6.5,metal,Metal,Steel,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_horst-link-signature-ferromanganese-14x6-5_14x6-5_metal_steel_die-cast-hoops_192fa06f
SONOR,Signature Series,Signature HLD 582 Ferromanganese 14x6.5,14x6.5,metal,Metal,Steel,,MISSING,MISSING,Die-cast hoops,12,medium,"shellThickness, bearingEdgeOrFallback",sonor_signature-series_signature-hld-582-ferromanganese-14x6-5_14x6-5_metal_steel_die-cast-hoops_hld-582_dc6896d8
SONOR,Steel Snare,Force Steel 14x5.5,14x5.5,metal,Metal,Steel,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_steel-snare_force-steel-14x5-5_14x5-5_metal_steel_triple-flanged-hoops_e5561f76
SONOR,Steel Snare,Force Steel 14x6.5,14x6.5,metal,Metal,Steel,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_steel-snare_force-steel-14x6-5_14x6-5_metal_steel_triple-flanged-hoops_74beb1c4
SONOR,AQ1,AQ1 Birch 14x5.5,14x5.5,wood,Ply,Birch,,MISSING,45° bearing edge,Triple-flanged hoops,10,medium,shellThickness,sonor_aq1_aq1-birch-14x5-5_14x5-5_ply_birch_45-bearing-edge_triple-flanged-hoops_aq1-1405_537ef02e
SONOR,Artist Signature,Gavin Harrison Protean 12x5,12x5,wood,Ply,Birch,,MISSING,MISSING,Die-cast hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_gavin-harrison-protean-12x5_12x5_ply_birch_die-cast-hoops_60b976d7
SONOR,Artist Signature,Gavin Harrison Protean 14x5.25,14x5.25,wood,Ply,Birch,,MISSING,MISSING,Die-cast hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_gavin-harrison-protean-14x5-25_14x5-25_ply_birch_die-cast-hoops_f831b819
SONOR,Artist Signature,Jojo Mayer Signature 13x7,13x7,wood,Ply,Maple,,MISSING,MISSING,Die-cast hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_jojo-mayer-signature-13x7_13x7_ply_maple_die-cast-hoops_63e2a739
SONOR,Artist Signature,Phil Rudd Signature 14x5,14x5,wood,Ply,Beech,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_phil-rudd-signature-14x5_14x5_ply_beech_die-cast-hoops_514f2458
SONOR,Artist Signature,Steve Smith Signature 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_artist-signature_steve-smith-signature-14x5-5_14x5-5_ply_maple_die-cast-hoops_6b1599b7
SONOR,Champion,Champion Rosewood 14x5,14x5,wood,Ply,Wood,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_champion_champion-rosewood-14x5_14x5_ply_wood_die-cast-hoops_c5c3435a
SONOR,Champion,Champion Rosewood 14x6.5,14x6.5,wood,Ply,Wood,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_champion_champion-rosewood-14x6-5_14x6-5_ply_wood_die-cast-hoops_209eeae7
SONOR,Delite,Delite Maple 14x5,14x5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_delite_delite-maple-14x5_14x5_ply_maple_45-bearing-edge_die-cast-hoops_dl-1405_7a8db104
SONOR,Delite,Delite Maple 14x6,14x6,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_delite_delite-maple-14x6_14x6_ply_maple_45-bearing-edge_die-cast-hoops_dl-1406_9c2c56db
SONOR,Delite,Delite Maple 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_delite_delite-maple-14x6-5_14x6-5_ply_maple_45-bearing-edge_die-cast-hoops_dl-14065_41388ded
SONOR,Designer,Designer Maple Heavy 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_designer_designer-maple-heavy-14x6-5_14x6-5_ply_maple_45-bearing-edge_die-cast-hoops_ds-1406-mh_b35252c4
SONOR,Designer,Designer Maple Light 14x5,14x5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_designer_designer-maple-light-14x5_14x5_ply_maple_45-bearing-edge_die-cast-hoops_ds-1405-ml_cd502414
SONOR,Designer,Designer Maple Light 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_designer_designer-maple-light-14x6-5_14x6-5_ply_maple_45-bearing-edge_die-cast-hoops_ds-1406-ml_1a7a0f66
SONOR,Essential Force,Essential Force Birch 14x5.5,14x5.5,wood,Ply,Birch,,MISSING,45° bearing edge,Triple-flanged hoops,8,medium,shellThickness,sonor_essential-force_essential-force-birch-14x5-5_14x5-5_ply_birch_45-bearing-edge_triple-flanged-hoops_455cf7ea
SONOR,Force 1007,Force 1007 Basswood/Poplar 14x5.5,14x5.5,wood,Ply,Poplar,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",sonor_force-1007_force-1007-basswood-poplar-14x5-5_14x5-5_ply_poplar_triple-flanged-hoops_8877d818
SONOR,Force 2005,Force 2005 Birch 14x5.5,14x5.5,wood,Ply,Birch,,MISSING,45° bearing edge,Triple-flanged hoops,10,medium,shellThickness,sonor_force-2005_force-2005-birch-14x5-5_14x5-5_ply_birch_45-bearing-edge_triple-flanged-hoops_49d52773
SONOR,Force 2007,Force 2007 Birch 14x5.5,14x5.5,wood,Ply,Birch,,MISSING,45° bearing edge,Triple-flanged hoops,10,medium,shellThickness,sonor_force-2007_force-2007-birch-14x5-5_14x5-5_ply_birch_45-bearing-edge_triple-flanged-hoops_d558f0e8
SONOR,Force 3005,Force 3005 Maple 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,45° bearing edge,Triple-flanged hoops,10,medium,shellThickness,sonor_force-3005_force-3005-maple-14x5-5_14x5-5_ply_maple_45-bearing-edge_triple-flanged-hoops_e6254a81
SONOR,Force 3007,Force 3007 Maple 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,45° bearing edge,Triple-flanged hoops,10,medium,shellThickness,sonor_force-3007_force-3007-maple-14x5-5_14x5-5_ply_maple_45-bearing-edge_triple-flanged-hoops_3dccb9b3
SONOR,HiLite,HiLite Maple 14x5,14x5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_hilite_hilite-maple-14x5_14x5_ply_maple_45-bearing-edge_die-cast-hoops_67b0ea10
SONOR,HiLite,HiLite Maple 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_hilite_hilite-maple-14x6-5_14x6-5_ply_maple_45-bearing-edge_die-cast-hoops_63990c6e
SONOR,Phonic,Phonic Beech D-505 14x5,14x5,wood,Ply,Beech,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_phonic_phonic-beech-d-505-14x5_14x5_ply_beech_die-cast-hoops_d-505_8106959e
SONOR,Phonic,Phonic Beech D-506 14x6.5,14x6.5,wood,Ply,Beech,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_phonic_phonic-beech-d-506-14x6-5_14x6-5_ply_beech_die-cast-hoops_d-506_fa4fd99c
SONOR,Phonic Plus,Phonic Plus Beech 14x8,14x8,wood,Ply,Beech,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",sonor_phonic-plus_phonic-plus-beech-14x8_14x8_ply_beech_die-cast-hoops_8ef965ae
SONOR,S Class Pro,S Class Pro Maple 14x5,14x5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_s-class-pro_s-class-pro-maple-14x5_14x5_ply_maple_45-bearing-edge_die-cast-hoops_49cde88b
SONOR,S Class Pro,S Class Pro Maple 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_s-class-pro_s-class-pro-maple-14x6-5_14x6-5_ply_maple_45-bearing-edge_die-cast-hoops_d5ee0f37
SONOR,S-Classix,S-Classix Birch 14x5,14x5,wood,Ply,Birch,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_s-classix_s-classix-birch-14x5_14x5_ply_birch_45-bearing-edge_die-cast-hoops_b60f49d8
SONOR,S-Classix,S-Classix Birch 14x6.5,14x6.5,wood,Ply,Birch,,MISSING,45° bearing edge,Die-cast hoops,10,medium,shellThickness,sonor_s-classix_s-classix-birch-14x6-5_14x6-5_ply_birch_45-bearing-edge_die-cast-hoops_ce873095
SONOR,Select Force,Select Force Maple 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,45° bearing edge,Triple-flanged hoops,10,medium,shellThickness,sonor_select-force_select-force-maple-14x5-5_14x5-5_ply_maple_45-bearing-edge_triple-flanged-hoops_c147c955
SONOR,Signature Series,Signature HLD 588 Beech 14x8,14x8,wood,Ply,Beech,,MISSING,MISSING,Die-cast hoops,12,medium,"shellThickness, bearingEdgeOrFallback",sonor_signature-series_signature-hld-588-beech-14x8_14x8_ply_beech_die-cast-hoops_hld-588_c19d8827
SONOR,Special Edition,Jungle Snare 10x2,10x2,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,6,medium,"shellThickness, bearingEdgeOrFallback",sonor_special-edition_jungle-snare-10x2_10x2_ply_maple_triple-flanged-hoops_1dc8783c
SONOR,Special Edition,Jungle Snare 12x5,12x5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,6,medium,"shellThickness, bearingEdgeOrFallback",sonor_special-edition_jungle-snare-12x5_12x5_ply_maple_triple-flanged-hoops_35d21d92
SONOR,Teardrop,Teardrop Beech 14x5,14x5,wood,Ply,Beech,,MISSING,Rounded vintage edge,Triple-flanged hoops,8,medium,shellThickness,sonor_teardrop_teardrop-beech-14x5_14x5_ply_beech_rounded-vintage-edge_triple-flanged-hoops_4d70aa9d
SONOR,Teardrop,Teardrop Beech 14x6.5,14x6.5,wood,Ply,Beech,,MISSING,Rounded vintage edge,Triple-flanged hoops,8,medium,shellThickness,sonor_teardrop_teardrop-beech-14x6-5_14x6-5_ply_beech_rounded-vintage-edge_triple-flanged-hoops_c087e502
Spaun Drum Company,Solid Stave,Solid Stave Ash 14x6.5,14x6.5,wood,Solid Shell,Ash,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-ash-14x6-5_14x6-5_solid-shell_ash_1168a4b3
Spaun Drum Company,Solid Stave,Solid Stave Bubinga 14x6.5,14x6.5,wood,Solid Shell,Bubinga,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-bubinga-14x6-5_14x6-5_solid-shell_bubinga_bbf339c4
Spaun Drum Company,Solid Stave,Solid Stave Cherry 14x6.5,14x6.5,wood,Solid Shell,Cherry,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-cherry-14x6-5_14x6-5_solid-shell_cherry_72766798
Spaun Drum Company,Solid Stave,Solid Stave Mahogany 14x6.5,14x6.5,wood,Solid Shell,Mahogany,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-mahogany-14x6-5_14x6-5_solid-shell_mahogany_814fe7d2
Spaun Drum Company,Solid Stave,Solid Stave Maple 14x6.5,14x6.5,wood,Solid Shell,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-maple-14x6-5_14x6-5_solid-shell_maple_f97d20af
Spaun Drum Company,Solid Stave,Solid Stave Oak 14x6.5,14x6.5,wood,Solid Shell,Oak,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-oak-14x6-5_14x6-5_solid-shell_oak_2b07f074
Spaun Drum Company,Solid Stave,Solid Stave Purpleheart 14x6.5,14x6.5,wood,Solid Shell,Purpleheart,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-purpleheart-14x6-5_14x6-5_solid-shell_purpleheart_bfa1861a
Spaun Drum Company,Solid Stave,Solid Stave Walnut 14x6.5,14x6.5,wood,Solid Shell,Walnut,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",spaun-drum-company_solid-stave_solid-stave-walnut-14x6-5_14x6-5_solid-shell_walnut_ff44119f
Sugar Percussion,Steam Bent / Solid,Cherry Steam Bent,14x6.5,wood,Steam Bent,Cherry,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",sugar-percussion_steam-bent-solid_cherry-steam-bent_14x6-5_steam-bent_cherry_562c2c1f
Sugar Percussion,Steam Bent / Solid,Maple Steam Bent,14x6.5,wood,Steam Bent,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",sugar-percussion_steam-bent-solid_maple-steam-bent_14x6-5_steam-bent_maple_5cec70f4
Sugar Percussion,Steam Bent / Solid,Walnut Steam Bent,14x6.5,wood,Steam Bent,Walnut,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",sugar-percussion_steam-bent-solid_walnut-steam-bent_14x6-5_steam-bent_walnut_bc9e870a
Tama,Mastercraft,Mastercraft Steel 14x5,14x5,metal,metal,steel,unknown,MISSING,formed metal bearing edge,triple-flange / Tama steel hoop,10,medium,shellThickness,tama_mastercraft_mastercraft-steel-14x5_14x5_metal_steel_chrome_c94509d8
Tama,Mastercraft,Mastercraft Steel 14x6.5,14x6.5,metal,metal,steel,unknown,MISSING,formed metal bearing edge,triple-flange / Tama steel hoop,10,medium,shellThickness,tama_mastercraft_mastercraft-steel-14x6-5_14x6-5_metal_steel_chrome_45fb38d0
Tama,Signature,Bill Bruford 14x5.5,14x5.5,metal,metal,brass,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_bill-bruford-14x5-5_14x5-5_metal_brass_brass_die-cast-hoops_5daed8b7
Tama,Signature,Charlie Benante CB1465 Signature 14x6.5,14x6.5,metal,metal,stainless steel,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_charlie-benante-cb1465-signature-14x6-5_14x6-5_metal_stainless-steel
Tama,Signature,John Tempesta JT147 Signature 14x7,14x7,metal,metal,brass,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_john-tempesta-jt147-signature-14x7_14x7_metal_brass
Tama,Signature,Kenny Aronoff KA145N Trackmaster 14x5,14x5,metal,metal,brass,unknown,MISSING,formed metal bearing edge,die-cast brass hoops,10,medium,shellThickness,tama_signature_kenny-aronoff-ka145n-trackmaster-14x5_14x5_metal_brass_nickel-plated-brass_die-cast-hoops_ka145n_93ec0192
Tama,Signature,Kenny Aronoff KA154 Super Piccolo 15x4,15x4,metal,metal,brass,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_kenny-aronoff-ka154-super-piccolo-15x4_15x4_metal_brass_nickel-plated-brass_die-cast-hoops_ka154_0fcd1d35
Tama,Signature,Mike Portnoy Melody Master MP1455ST 14x5.5,14x5.5,metal,metal,steel,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_mike-portnoy-melody-master-mp1455st-14x5-5_14x5-5_metal_steel
Tama,Signature,Simon Phillips Gladiator 14x5.5,14x5.5,metal,metal,bronze,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_simon-phillips-gladiator-14x5-5_14x5-5_metal_bronze_bronze_die-cast-hoops_sp1455_6d2e74cb
Tama,STAR Reserve,STAR Reserve Hand Hammered Aluminum 14x6.5,14x6.5,metal,Metal,Aluminum,,MISSING,MISSING,Unknown,,medium,"shellThickness, bearingEdgeOrFallback",tama_star-reserve_star-reserve-hand-hammered-aluminum-14x6-5_14x6-5_metal_aluminum_hammered-aluminum_c8f32f02
Tama,STAR Reserve,STAR Reserve Hand Hammered Copper 14x6.5,14x6.5,metal,Metal,Copper,,MISSING,MISSING,Unknown,,medium,"shellThickness, bearingEdgeOrFallback",tama_star-reserve_star-reserve-hand-hammered-copper-14x6-5_14x6-5_metal_copper_hammered-copper_afc39ac0
Tama,Warlord,Warlord Athenian Hammered Brass 14x6,14x6,metal,metal,brass,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_warlord_warlord-athenian-hammered-brass-14x6_14x6_metal_brass_hammered-brass_die-cast-hoops_ddb2c5aa
Tama,Warlord,Warlord Valkyrie Stainless Steel 14x6,14x6,metal,metal,stainless steel,unknown,MISSING,formed metal bearing edge,die-cast hoops,10,medium,shellThickness,tama_warlord_warlord-valkyrie-stainless-steel-14x6_14x6_metal_steel_stainless-steel_die-cast-hoops_3829fe36
Tama,Artwood,Artwood Birch 14x5.5,14x5.5,wood,ply,birch,unknown,MISSING,Tama wood bearing edge,unknown,10,medium,shellThickness,tama_artwood_artwood-birch-14x5-5_14x5-5_ply_birch_lacquer_444f452b
Tama,Artwood,Artwood Birch 14x6.5,14x6.5,wood,ply,birch,unknown,MISSING,Tama wood bearing edge,unknown,10,medium,shellThickness,tama_artwood_artwood-birch-14x6-5_14x6-5_ply_birch_lacquer_c8fcf233
Tama,Artwood,Artwood Birds Eye Maple 14x6.5,14x6.5,wood,ply,maple,birdseye maple outer veneer,MISSING,Tama wood bearing edge,unknown,10,medium,shellThickness,tama_artwood_artwood-birds-eye-maple-14x6-5_14x6-5_ply_maple_lacquer_f2bcbb59
Tama,Artwood,Artwood Maple 14x5.5,14x5.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,unknown,10,medium,shellThickness,tama_artwood_artwood-maple-14x5-5_14x5-5_ply_maple_lacquer_3540966b
Tama,Artwood,Artwood Maple 14x6.5,14x6.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,unknown,10,medium,shellThickness,tama_artwood_artwood-maple-14x6-5_14x6-5_ply_maple_lacquer_942d70cd
Tama,Artwood,Artwood Walnut 14x6.5,14x6.5,wood,ply,walnut,unknown,MISSING,Tama wood bearing edge,unknown,10,medium,shellThickness,tama_artwood_artwood-walnut-14x6-5_14x6-5_ply_walnut_lacquer_caccd985
Tama,Mastercraft,Mastercraft Maple 14x5.5,14x5.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Tama steel hoop,10,medium,shellThickness,tama_mastercraft_mastercraft-maple-14x5-5_14x5-5_ply_maple_lacquer_95a9e838
Tama,Mastercraft,Mastercraft Maple 14x6.5,14x6.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Tama steel hoop,10,medium,shellThickness,tama_mastercraft_mastercraft-maple-14x6-5_14x6-5_ply_maple_lacquer_416e7135
Tama,S.L.P.,S.L.P. Duo Birch LBH1410L 14x10,14x10,wood,Ply,Birch,Unknown,7mm,MISSING,Sound Arc Hoop,8,high,bearingEdgeOrFallback,tama_s-l-p_s-l-p-duo-birch-lbh1410l-14x10_14x10_ply_birch_lacquer_triple-flange-sound-arc-style_lbh1410l_38db7013
Tama,Signature,Bill Bruford BB1055 Signature 10x5.5,10x5.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Mighty Hoop,6,medium,shellThickness,tama_signature_bill-bruford-bb1055-signature-10x5-5_10x5-5_ply_maple
Tama,Signature,Bill Bruford BB146 Signature 14x6,14x6,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Mighty Hoop,10,medium,shellThickness,tama_signature_bill-bruford-bb146-signature-14x6_14x6_ply_maple
Tama,Signature,John Tempesta 14x7,14x7,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_john-tempesta-14x7_14x7_ply_maple_lacquer_die-cast-hoops_e7cd87e6
Tama,Signature,Kaz Rodriguez 14x6.5 Maple/Bubinga,14x6.5,wood,ply,maple,bubinga,MISSING,Tama wood bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_kaz-rodriguez-14x6-5-maple-bubinga_14x6-5_ply_maple_lacquer_die-cast-hoops_c84633ed
Tama,Signature,Kaz Rodriguez KR1465 Signature 14x6.5 Maple/Bubinga,14x6.5,wood,ply,maple,bubinga,MISSING,Tama wood bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_kaz-rodriguez-kr1465-signature-14x6-5-maple-bubinga_14x6-5_ply_maple
Tama,Signature,Mike Portnoy Dream Monster MP1455BUN 14x5.5,14x5.5,wood,ply,bubinga,unknown,MISSING,Tama wood bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_mike-portnoy-dream-monster-mp1455bun-14x5-5_14x5-5_ply_bubinga
Tama,Signature,Mike Portnoy Melody Master MP1455 Maple 14x5.5,14x5.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_mike-portnoy-melody-master-mp1455-maple-14x5-5_14x5-5_ply_maple
Tama,Signature,Peter Erskine PE106M 10x6,10x6,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Mighty Hoop,6,medium,shellThickness,tama_signature_peter-erskine-pe106m-10x6_10x6_ply_maple_lacquer_triple-flange-mighty-hoop_pe106m_e9aa7aab
Tama,Signature,Peter Erskine PE1445 14x4.5,14x4.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Mighty Hoop,10,medium,shellThickness,tama_signature_peter-erskine-pe1445-14x4-5_14x4-5_ply_maple_lacquer_triple-flange-mighty-hoop_pe1445_3e707e32
Tama,Signature,Simon Phillips Monarch 14x6.5,14x6.5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,die-cast hoops,10,medium,shellThickness,tama_signature_simon-phillips-monarch-14x6-5_14x6-5_ply_maple_lacquer_die-cast-hoops_sp1465_5cb2bc67
Tama,Signature,Simon Phillips SP125 The Pageant 12x5,12x5,wood,ply,maple,unknown,MISSING,Tama wood bearing edge,triple-flange / Mighty Hoop,6,medium,shellThickness,tama_signature_simon-phillips-sp125-the-pageant-12x5_12x5_ply_maple
Tama,STAR Reserve,STAR Reserve G-Mahogany 14x6.5,14x6.5,wood,Ply,African Mahogany,,9mm,MISSING,2.3mm Steel Mighty Hoop / triple-flanged steel,10,high,bearingEdgeOrFallback,tama_star-reserve_star-reserve-g-mahogany-14x6-5_14x6-5_ply_mahogany_lacquer_a6294219
Tama,Starclassic,Starclassic Performer 14x5.5,14x5.5,wood,ply,maple,unknown,MISSING,Starclassic rounded bearing edge profile; edge positioned 2.5mm inward from outer shell surface,die-cast hoops,10,medium,shellThickness,tama_starclassic_starclassic-performer-14x5-5_14x5-5_ply_maple_lacquer-wrap_die-cast-hoops_9be528a9
Tama,Starclassic,Starclassic Performer 14x6.5,14x6.5,wood,ply,maple,unknown,MISSING,Starclassic rounded bearing edge profile; edge positioned 2.5mm inward from outer shell surface,die-cast hoops,10,medium,shellThickness,tama_starclassic_starclassic-performer-14x6-5_14x6-5_ply_maple_lacquer-wrap_die-cast-hoops_a7cf7794
Tama,Starclassic,Starclassic Performer Birch/Bubinga 14x5.5,14x5.5,wood,ply,birch,bubinga,MISSING,Starclassic rounded bearing edge profile; edge positioned 2.5mm inward from outer shell surface,die-cast hoops,10,medium,shellThickness,tama_starclassic_starclassic-performer-birch-bubinga-14x5-5_14x5-5_ply_birch_lacquer_die-cast-hoops_fc3ed948
Tama,Starclassic,Starclassic Performer Birch/Bubinga 14x6.5,14x6.5,wood,ply,birch,bubinga,MISSING,Starclassic rounded bearing edge profile; edge positioned 2.5mm inward from outer shell surface,die-cast hoops,10,medium,shellThickness,tama_starclassic_starclassic-performer-birch-bubinga-14x6-5_14x6-5_ply_birch_lacquer_die-cast-hoops_379db69d
WorldMax,OEM Configurations,WorldMax Brass Shell / Alternate Hoop Configuration,14x6.5,metal,Metal,Brass,,MISSING,Rolled flange / 45° listed where confirmed,No Flange Steel Hoops,10,medium,shellThickness,worldmax_oem-configurations_worldmax-brass-shell-alternate-hoop-configuration_14x6-5_metal_brass_rolled-flange-45-listed_7e0ca6cf
WorldMax,OEM Configurations,WorldMax Brass Shell / Alternate Hoop Configuration,14x6.5,metal,Metal,Brass,,MISSING,Rolled flange / 45° listed where confirmed,Die Cast Hoops,10,medium,shellThickness,worldmax_oem-configurations_worldmax-brass-shell-alternate-hoop-configuration_14x6-5_metal_brass_rolled-flange-45-listed_cdb2254b
WorldMax,OEM Configurations,WorldMax Brass Shell / Alternate Hoop Configuration,14x6.5,metal,Metal,Brass,,MISSING,Rolled flange / 45° listed where confirmed,Single Flanged Hoops,10,medium,shellThickness,worldmax_oem-configurations_worldmax-brass-shell-alternate-hoop-configuration_14x6-5_metal_brass_rolled-flange-45-listed_dfb3e115
WorldMax,OEM Configurations,WorldMax Brass Shell / Alternate Hoop Configuration,14x6.5,metal,Metal,Brass,,MISSING,Rolled flange / 45° listed where confirmed,Maple Hoops,10,medium,shellThickness,worldmax_oem-configurations_worldmax-brass-shell-alternate-hoop-configuration_14x6-5_metal_brass_rolled-flange-45-listed_f67f5e38
